date, pm25, pm10, o3, no2, so2, co
2021/2/5, 43, 18, 35, 9, , 
2021/2/6, 26, 18, 21, 8, , 
2021/2/7, 37, 20, 21, 15, 1, 
2021/2/8, 38, 26, 26, 14, 3, 
2021/2/9, 41, 20, 27, 11, , 
2021/2/10, 35, 30, 15, 17, , 
2021/2/11, 41, 26, 26, 15, , 
2021/2/12, 36, 32, 19, 14, 1, 
2021/2/13, 49, 27, 29, 9, , 
2021/2/14, 46, 25, 25, 20, 1, 
2021/2/15, 47, 27, 27, 13, , 
2021/2/16, 44, 32, 17, 18, 1, 
2021/2/17, 61, 23, 23, 14, 1, 
2021/2/18, 38, 49, 3, 13, 2, 
2021/2/19, 71, 34, 2, 2, , 
2021/2/20, 48, 18, 3, 4, , 
2021/2/21, 29, 19, 30, 10, , 
2021/2/22, 33, 22, 31, 13, 1, 
2021/2/23, 43, 28, 31, 13, 1, 
2021/2/24, 40, 24, 31, 14, 1, 
2021/2/25, 48, 28, 32, 6, , 
2021/2/26, 40, 36, 31, 3, , 
2021/2/27, 46, 29, 33, 5, , 
2021/2/28, 49, 28, 21, 12, 1, 
2021/3/1, 54, 31, 24, 9, 1, 
2021/3/2, 51, 37, 21, 10, , 
2021/3/3, 59, 51, 31, 9, 1, 
2021/3/4, 75, 45, 33, 4, , 
2021/3/5, 62, 26, 32, 2, , 
2021/3/6, 40, 24, 33, 2, , 
2021/3/7, 39, 22, 32, 11, , 
2021/3/8, 48, 31, 34, 7, 1, 
2021/3/9, 62, 37, 17, 14, 2, 
2021/3/10, 73, 34, 26, 10, 1, 
2021/3/11, 55, 24, 27, 9, 1, 
2021/3/12, 36, 22, 32, 5, 2, 
2021/3/13, 34, 29, 29, 6, 1, 
2021/3/14, 39, 34, 35, 9, , 
2021/3/15, 48, 29, 29, 11, , 
2021/3/16, 50, 20, 26, 5, , 
2021/3/17, 38, 26, 30, 8, , 
2021/3/18, 40, 22, 32, 9, , 
2021/3/19, 39, 25, 33, 2, , 
2021/3/20, 36, 23, 34, 4, , 
2021/3/21, 43, 21, 29, 4, , 
2021/3/22, 30, 26, 30, 10, 1, 
2021/3/23, 49, 32, 26, 13, , 
2021/3/24, 54, 29, 28, 11, 1, 
2021/3/25, 54, 30, 28, 12, 1, 
2021/3/26, 45, 29, 34, 5, 1, 
2021/3/27, 38, 41, 31, 7, 1, 
2021/3/28, 51, 46, 19, 16, , 
2021/3/29, 66, 61, 18, 22, 2, 
2021/3/30, 80, 68, 19, 25, 1, 
2021/3/31, 88, 71, 24, 20, 1, 
2020/10/1, 34, 14, 28, 8, 1, 
2020/10/2, 28, 17, 30, 6, , 
2020/10/3, 28, 13, 27, 4, , 
2020/10/4, 23, 16, 25, 10, , 
2020/10/5, 29, 37, 17, 7, , 
2020/10/6, 48, 21, 17, 12, , 
2020/10/7, 39, 23, 24, 9, , 
2020/10/8, 41, 22, 23, 10, 1, 
2020/10/9, 49, 17, 29, 6, , 
2020/10/10, 33, 17, 30, 6, , 
2020/10/11, 33, 14, 26, 6, , 
2020/10/12, 32, 17, 22, 11, , 
2020/10/13, 30, 14, 22, 11, , 
2020/10/14, 26, 14, 26, 10, , 
2020/10/15, 34, 17, 29, 9, 1, 
2020/10/16, 31, 20, 18, 13, 1, 
2020/10/17, 43, 28, 6, 12, 2, 
2020/10/18, 50, 31, 35, 13, 1, 
2020/10/19, 52, 27, 28, 18, 1, 
2020/10/20, 44, 17, 25, 12, 1, 
2020/10/21, 41, 22, 19, 13, 1, 
2020/10/22, 49, 21, 8, 11, 1, 
2020/10/23, 43, 15, , , , 
2020/10/24, 44, 13, , , , 
2020/10/25, 25, 14, 22, 8, 1, 
2020/10/26, 26, 15, 25, 11, 1, 
2020/10/27, 33, 25, 21, 13, 2, 
2020/10/28, 40, 31, 24, 11, 2, 
2020/10/29, 47, 36, 14, 13, 1, 
2020/10/30, 56, 32, 9, 16, 2, 
2020/10/31, 62, 34, 8, 12, 1, 
2020/11/1, 58, 21, 22, 8, 1, 
2020/11/2, 40, 22, 20, 13, 1, 
2020/11/3, 40, 17, 30, 8, 1, 
2020/11/4, 37, 26, 27, 7, 2, 
2020/11/5, 44, 42, 18, 15, 2, 
2020/11/6, 59, 25, 18, 11, 1, 
2020/11/7, 40, 17, 23, 8, 1, 
2020/11/8, 26, 24, 10, 17, 1, 
2020/11/9, 37, 22, 18, 11, 1, 
2020/11/10, 46, 31, 8, 15, 2, 
2020/11/11, 56, 35, 13, 15, 1, 
2020/11/12, 43, 33, 12, 16, 2, 
2020/11/13, 67, 29, 16, 13, 2, 
2020/11/14, 53, 19, 25, 7, 1, 
2020/11/15, 33, 30, 22, 11, 1, 
2020/11/16, 47, 34, 11, 13, 2, 
2020/11/17, 51, 34, 10, 17, 2, 
2020/11/18, 59, 21, 27, 6, 1, 
2020/11/19, 34, 21, 28, 8, 1, 
2020/11/20, 33, 25, 24, 8, 2, 
2020/11/21, 47, 34, 13, 12, 2, 
2020/11/22, 67, 33, 16, 14, 1, 
2020/11/23, 63, 36, 6, 18, 2, 
2020/11/24, 75, 27, 10, 17, 1, 
2020/11/25, 47, 35, 7, 16, 2, 
2020/11/26, 60, 41, 5, 15, 2, 
2020/11/27, 71, 40, 9, 14, 2, 
2020/11/28, 64, 29, 9, 13, 2, 
2020/11/29, 60, 32, 12, 12, 1, 
2020/11/30, 59, 32, 16, 13, 1, 
2020/12/1, 58, 23, 19, 14, 1, 
2020/12/2, 42, 17, 24, 8, 1, 
2020/12/3, 28, 10, 28, 7, 1, 
2020/12/4, 25, 10, 26, 5, 1, 
2020/12/5, 22, 10, 26, 4, 1, 
2020/12/6, 25, 14, 28, 5, 2, 
2020/12/7, 29, 11, 26, 5, 1, 
2020/12/8, 28, 15, 22, 11, , 
2020/12/9, 34, 25, 26, 13, , 
2020/12/10, 38, 27, 22, 11, 1, 
2020/12/11, 40, 24, 27, 9, 1, 
2020/12/12, 38, 25, 7, 13, , 
2020/12/13, 52, 23, 18, 16, , 
2020/12/14, 38, 28, 24, 19, 1, 
2020/12/15, 45, 17, 28, 13, , 
2020/12/16, 28, 30, 10, 17, 1, 
2020/12/17, 55, 22, 24, 12, 1, 
2020/12/18, 47, 23, 16, 14, , 
2020/12/19, 44, 27, 8, 14, , 
2020/12/20, 58, 33, 8, 18, , 
2020/12/21, 52, 39, 4, 19, 2, 
2020/12/22, 67, 22, 21, 12, 1, 
2020/12/23, 33, 20, 28, 10, , 
2020/12/24, 37, 20, 25, 8, , 
2020/12/25, 37, 24, 14, 14, 1, 
2020/12/26, 50, 21, 30, 7, , 
2020/12/27, 36, 18, 31, 7, , 
2020/12/28, 23, 15, 27, 10, , 
2020/12/29, 19, , 30, 11, , 
2020/12/30, 19, , 28, 9, , 
2020/12/31, 19, , 30, 6, , 
2021/1/1, 19, , 20, 10, , 
2021/1/2, 19, , 22, 7, , 
2021/1/3, 19, 16, 25, 11, , 
2020/7/1, 40, 12, 23, 7, , 
2020/7/2, 32, 14, 29, 6, , 
2020/7/3, 35, 16, 37, 5, , 
2020/7/4, 44, 18, 30, 5, , 
2020/7/5, 49, 15, 27, 2, , 
2020/7/6, 31, 21, 33, 2, , 
2020/7/7, 37, 25, 36, 3, , 
2020/7/8, 39, 22, 37, 5, , 
2020/7/9, 38, 17, 25, 6, , 
2020/7/10, 37, 18, 44, 2, , 
2020/7/11, 35, 22, 41, 2, , 
2020/7/12, 35, 23, 39, 5, , 
2020/7/13, 42, 20, 37, 6, , 
2020/7/14, 37, 14, 29, 5, , 
2020/7/15, 29, 15, 29, 3, , 
2020/7/16, 29, 14, 31, 2, , 
2020/7/17, 33, 19, 39, 3, , 
2020/7/18, 41, 24, 34, 4, , 
2020/7/19, 44, 19, 33, 4, , 
2020/7/20, 38, 22, 35, 3, , 
2020/7/21, 35, 28, 42, 5, , 
2020/7/22, 45, 28, 44, 6, , 
2020/7/23, 51, 18, 40, 5, , 
2020/7/24, 34, 18, 28, 6, , 
2020/7/25, 32, 13, 22, 4, , 
2020/7/26, 32, 20, 24, 6, , 
2020/7/27, 42, 16, 26, 5, , 
2020/7/28, 32, 15, 26, 3, , 
2020/7/29, 35, 20, 33, 8, , 
2020/7/30, 45, 28, 37, 9, , 
2020/7/31, 56, 19, 22, 6, , 
2020/8/1, 35, 14, 26, 4, , 
2020/8/2, 30, 14, 28, 5, , 
2020/8/3, 32, 17, 27, 6, , 
2020/8/4, 30, 17, 37, 7, , 
2020/8/5, 35, 21, 44, 9, , 
2020/8/6, 51, 23, 33, 8, , 
2020/8/7, 45, 19, 30, 5, , 
2020/8/8, 34, 21, 32, 4, , 
2020/8/9, 39, 22, 35, 9, , 
2020/8/10, 45, 28, 32, 10, , 
2020/8/11, 56, 19, 22, 11, , 
2020/8/12, 49, 14, 30, 6, , 
2020/8/13, 29, 16, 32, 7, , 
2020/8/14, 29, 17, 29, 6, , 
2020/8/15, 37, 16, 26, 4, , 
2020/8/16, 28, 18, 20, 9, , 
2020/8/17, 33, 16, 20, 9, , 
2020/8/18, 33, 20, 33, 11, , 
2020/8/19, 43, 19, 30, 7, , 
2020/8/20, 26, 23, 28, 8, , 
2020/8/21, 34, 25, 29, 5, , 
2020/8/22, 37, 19, 29, 3, , 
2020/8/23, 37, 16, 30, 4, , 
2020/8/24, 30, 19, 22, 9, , 
2020/8/25, 38, 17, 21, 5, , 
2020/8/26, 27, 20, 20, 7, , 
2020/8/27, 38, 23, 24, 6, , 
2020/8/28, 33, 18, 28, 6, , 
2020/8/29, 27, 15, 28, 4, , 
2020/8/30, 35, 17, 29, 9, , 
2020/8/31, 39, 18, 30, 9, , 
2020/9/1, 41, 14, 32, 7, , 
2020/9/2, 34, 20, 35, 10, , 
2020/9/3, 40, 25, 36, 11, , 
2020/9/4, 46, 18, 38, 3, , 
2020/9/5, 32, 16, 31, 1, , 
2020/9/6, 26, 16, 29, 6, , 
2020/9/7, 29, 18, 40, 3, , 
2020/9/8, 33, 23, 37, 9, , 
2020/9/9, 39, 20, 33, 8, , 
2020/9/10, 38, 22, 30, 8, , 
2020/9/11, 37, 20, 29, 3, , 
2020/9/12, 32, 32, 31, 9, , 
2020/9/13, 43, 38, 31, 18, , 
2020/9/14, 61, 31, 32, 9, , 
2020/9/15, 53, 25, 35, 8, , 
2020/9/16, 55, 34, 29, 14, , 
2020/9/17, 64, 22, 35, 11, , 
2020/9/18, 41, 17, 27, 9, , 
2020/9/19, 38, 20, 34, 6, , 
2020/9/20, 40, 18, 24, 12, , 
2020/9/21, 37, 21, 29, 10, , 
2020/9/22, 42, 21, 26, 9, 2, 
2020/9/23, 37, 17, 29, 8, , 
2020/9/24, 25, 20, 29, 9, 1, 
2020/9/25, 26, 15, 27, 5, , 
2020/9/26, 26, 18, 30, 6, , 
2020/9/27, 26, 21, 31, 9, , 
2020/9/28, 35, 22, 32, 10, , 
2020/9/29, 45, 24, 26, 12, , 
2020/9/30, 51, 17, 28, 10, , 
2020/4/1, 55, 26, 48, 5, , 
2020/4/2, 51, 24, 49, 5, , 
2020/4/3, 55, 23, 40, 7, , 
2020/4/4, 58, 14, 38, 4, , 
2020/4/5, 43, 13, 38, 5, , 
2020/4/6, 39, 14, 37, 2, , 
2020/4/7, 38, 22, 31, 4, , 
2020/4/8, 55, 19, 29, 3, , 
2020/4/9, 55, 19, 25, 6, , 
2020/4/10, 50, 9, 29, 3, , 
2020/4/11, 35, 11, 33, 2, , 
2020/4/12, 36, 14, 38, 5, , 
2020/4/13, 38, 20, 39, 3, , 
2020/4/14, 41, 19, 35, 6, , 
2020/4/15, 40, 22, 33, 11, 1, 
2020/4/16, 39, 16, 33, 10, , 
2020/4/17, 36, 13, 38, 4, , 
2020/4/18, 36, 11, 39, 1, , 
2020/4/19, 28, 13, 38, 4, , 
2020/4/20, 36, 17, 39, 5, , 
2020/4/21, 38, 19, 39, 6, , 
2020/4/22, 39, 21, 39, 4, , 
2020/4/23, 43, 24, 38, 4, , 
2020/4/24, 51, 19, 38, 2, , 
2020/4/25, 45, 20, 37, 2, , 
2020/4/26, 47, 19, 37, 6, , 
2020/4/27, 38, 16, 36, 5, , 
2020/4/28, 34, 17, 30, 8, , 
2020/4/29, 43, 15, 31, 5, , 
2020/4/30, 33, 13, 20, 3, , 
2020/5/1, 28, 14, 26, 3, , 
2020/5/2, 31, 15, 26, 2, , 
2020/5/3, 36, 30, 33, 7, , 
2020/5/4, 49, 21, 38, 6, , 
2020/5/5, 43, 19, 35, 6, , 
2020/5/6, 41, 23, 37, 6, , 
2020/5/7, 49, 24, 32, 7, , 
2020/5/8, 55, 18, 38, 4, , 
2020/5/9, 43, 13, 37, 3, , 
2020/5/10, 39, 17, 34, 6, , 
2020/5/11, 40, 18, 32, 2, , 
2020/5/12, 36, 15, 30, 4, , 
2020/5/13, 39, 17, 31, 3, 1, 
2020/5/14, 32, 26, 43, 4, , 
2020/5/15, 45, 23, 42, 5, , 
2020/5/16, 40, 19, 49, 2, , 
2020/5/17, 43, 21, 40, 6, , 
2020/5/18, 54, 21, 38, 6, , 
2020/5/19, 47, 26, 40, 8, , 
2020/5/20, 51, 23, 37, 7, , 
2020/5/21, 47, 19, 30, 8, , 
2020/5/22, 41, 16, 32, 3, , 
2020/5/23, 25, 19, 33, 1, , 
2020/5/24, 33, 22, 32, 3, , 
2020/5/25, 37, 22, 32, 6, , 
2020/5/26, 45, 23, 35, 6, , 
2020/5/27, 47, 27, 40, 9, , 
2020/5/28, 55, 30, 35, 9, , 
2020/5/29, 63, 23, 39, 6, , 
2020/5/30, 60, 29, 34, 7, , 
2020/5/31, 67, 26, 35, 8, , 
2020/6/1, 62, 23, 29, 5, , 
2020/6/2, 55, 27, 40, 7, 1, 
2020/6/3, 57, 23, 39, 9, , 
2020/6/4, 48, 17, 29, 5, , 
2020/6/5, 34, 13, 28, 4, , 
2020/6/6, 33, 12, 33, 3, , 
2020/6/7, 29, 13, 28, 7, , 
2020/6/8, 28, 15, 32, 7, , 
2020/6/9, 39, 17, 31, 7, , 
2020/6/10, 36, 17, 22, 7, , 
2020/6/11, 34, 13, 29, 7, 1, 
2020/6/12, 32, 15, 32, 5, 2, 
2020/6/13, 33, 17, 33, 5, 2, 
2020/6/14, 37, 15, 32, 7, 4, 
2020/6/15, 34, 16, 31, 6, , 
2020/6/16, 37, 14, 31, 8, 1, 
2020/6/17, 34, 13, 29, 5, , 
2020/6/18, 35, 15, 32, 5, , 
2020/6/19, 37, 17, 39, 5, , 
2020/6/20, 47, 16, 29, 4, , 
2020/6/21, 42, 22, 27, 4, , 
2020/6/22, 48, 22, 32, 6, , 
2020/6/23, 43, 36, 30, 12, , 
2020/6/24, 73, 24, 35, 10, , 
2020/6/25, 53, 20, 34, 8, , 
2020/6/26, 45, 18, 20, 7, , 
2020/6/27, 47, 15, 22, 4, , 
2020/6/28, 40, 11, 27, 4, , 
2020/6/29, 31, 19, 33, 7, , 
2020/6/30, 45, 17, 24, 8, , 
2020/1/1, 75, 35, 12, 18, 1, 
2020/1/2, 84, 32, 12, 20, 1, 
2020/1/3, 77, 23, 23, 15, , 
2020/1/4, 58, 23, 23, 13, , 
2020/1/5, 63, 31, 17, 15, 1, 
2020/1/6, 81, 31, 12, 19, 1, 
2020/1/7, 76, 36, 10, 23, 3, 
2020/1/8, 76, 26, 29, 17, 4, 
2020/1/9, 59, 19, 30, 15, , 
2020/1/10, 51, 30, 11, 18, 2, 
2020/1/11, 68, 33, 14, 19, 3, 
2020/1/12, 73, 37, 9, 22, 4, 
2020/1/13, 79, 36, 34, 19, 2, 
2020/1/14, 81, 20, 33, 11, , 
2020/1/15, 46, 20, 29, 11, , 
2020/1/16, 44, 18, 29, 13, 1, 
2020/1/17, 44, 24, 23, 16, 1, 
2020/1/18, 56, 21, 36, 3, , 
2020/1/19, 38, 19, 37, 5, 1, 
2020/1/20, 46, 18, 24, 12, 1, 
2020/1/21, 50, 21, 14, 20, 2, 
2020/1/22, 59, 31, 12, 16, 1, 
2020/1/23, 63, 39, 9, 19, 3, 
2020/1/24, 68, 32, 15, 16, 2, 
2020/1/25, 61, 25, 18, 15, 2, 
2020/1/26, 63, 18, 28, 17, 1, 
2020/1/27, 46, 25, 26, 16, 2, 
2020/1/28, 46, 24, 20, 18, 1, 
2020/1/29, 64, 28, 6, 23, 2, 
2020/1/30, 66, 26, 7, 19, 1, 
2020/1/31, 58, 26, 13, 16, 1, 
2020/2/1, 52, 33, 8, 16, 1, 
2020/2/2, 59, 65, 12, 17, 2, 
2020/2/3, 78, 24, 30, 10, , 
2020/2/4, 45, 18, 33, 7, , 
2020/2/5, 36, 33, 13, 19, 3, 
2020/2/6, 70, 35, 18, 20, 2, 
2020/2/7, 74, 25, 26, 15, , 
2020/2/8, 54, 19, 23, 11, , 
2020/2/9, 51, 38, 20, 14, 1, 
2020/2/10, 48, 31, 29, 14, 1, 
2020/2/11, 48, 29, 25, 12, , 
2020/2/12, 46, 27, 27, 12, 1, 
2020/2/13, 48, 28, 21, 14, , 
2020/2/14, 54, 30, 15, 16, 1, 
2020/2/15, 65, 48, 30, 21, 2, 
2020/2/16, 85, 17, 29, 13, 1, 
2020/2/17, 41, 22, 22, 15, , 
2020/2/18, 49, 28, 23, 17, , 
2020/2/19, 56, 30, 27, 18, 1, 
2020/2/20, 62, 24, 35, 13, 1, 
2020/2/21, 45, 32, 32, 13, , 
2020/2/22, 67, 33, 28, 7, , 
2020/2/23, 71, 36, 29, 12, 2, 
2020/2/24, 72, 23, 35, 9, 1, 
2020/2/25, 52, 19, 33, 13, 1, 
2020/2/26, 41, 56, 34, 7, , 
2020/2/27, 51, 63, 22, 18, 2, 
2020/2/28, 67, 42, 34, 12, 8, 
2020/2/29, 62, 23, 39, 7, 4, 
2020/3/1, 45, 17, 35, 11, 2, 
2020/3/2, 38, 18, 32, 6, , 
2020/3/3, 35, , , , , 
2020/3/13, 47, 21, 31, 6, 2, 
2020/3/14, 46, 19, 30, 3, 2, 
2020/3/15, 50, 8, 29, 1, 1, 
2020/3/16, 27, , , , , 
2019/10/1, 43, 13, 22, 9, , 
2019/10/2, 36, 17, 19, 11, 1, 
2019/10/3, 47, 16, 18, 11, , 
2019/10/4, 43, 21, 21, 10, , 
2019/10/5, 46, 18, 23, 6, , 
2019/10/6, 47, 26, 19, 14, , 
2019/10/7, 53, 18, 17, 13, , 
2019/10/8, 49, 15, 20, 10, , 
2019/10/9, 42, 21, 23, 9, , 
2019/10/10, 49, 24, 21, 12, , 
2019/10/11, 55, 21, 28, 6, , 
2019/10/12, 51, 16, 29, 8, , 
2019/10/13, 50, 10, 24, 14, 1, 
2019/10/14, 41, 10, 23, 10, 1, 
2019/10/15, 36, 18, 8, 18, 1, 
2019/10/16, 50, 17, 18, 13, , 
2019/10/17, 44, 29, 13, 15, 1, 
2019/10/18, 54, 11, 16, 12, , 
2019/10/19, 41, 8, 22, 7, , 
2019/10/20, 34, 12, 17, 12, 1, 
2019/10/21, 41, 17, 22, 13, , 
2019/10/22, 49, 14, 28, 13, , 
2019/10/23, 42, 14, 22, 13, , 
2019/10/24, 45, 18, 18, 12, , 
2019/10/25, 50, 19, 11, 15, 2, 
2019/10/26, 52, 21, 14, 14, 1, 
2019/10/27, 59, 28, 11, 19, 1, 
2019/10/28, 65, 27, 18, 20, 1, 
2019/10/29, 69, 25, 19, 17, 1, 
2019/10/30, 59, 20, 19, 12, , 
2019/10/31, 50, 11, 21, 9, , 
2019/11/1, 38, 12, 35, 6, 1, 
2019/11/2, 34, 10, 32, 3, 1, 
2019/11/3, 27, 10, 31, 8, 1, 
2019/11/4, 40, 14, 34, 9, 1, 
2019/11/5, 40, 11, 31, 11, , 
2019/11/6, 36, 9, 30, 10, 1, 
2019/11/7, 38, 10, 31, 10, 1, 
2019/11/8, 41, 13, 28, 8, 1, 
2019/11/9, 40, 12, 28, 7, 1, 
2019/11/10, 37, 21, 25, 12, , 
2019/11/11, 45, 12, 27, 12, 1, 
2019/11/12, 49, 12, 32, 13, 1, 
2019/11/13, 36, 9, 34, 12, 1, 
2019/11/14, 36, 12, 29, 12, , 
2019/11/15, 37, 9, 28, 8, , 
2019/11/16, 37, 8, 29, 7, , 
2019/11/17, 36, 10, 23, 14, 1, 
2019/11/18, 45, 17, 13, 17, 1, 
2019/11/19, 52, 23, 9, 18, 1, 
2019/11/20, 63, 16, 21, 19, 1, 
2019/11/21, 55, 14, 28, 19, 1, 
2019/11/22, 53, 12, 36, 8, , 
2019/11/23, 43, 14, 28, 12, 1, 
2019/11/24, 56, 20, 15, 19, 1, 
2019/11/25, 59, 20, 31, 16, 1, 
2019/11/26, 56, 10, 32, 12, , 
2019/11/27, 42, 14, 26, 17, 1, 
2019/11/28, 53, 15, 20, 16, 1, 
2019/11/29, 48, 12, 24, 15, 1, 
2019/11/30, 48, 10, 26, 12, , 
2019/12/1, 45, 17, 29, 8, , 
2019/12/2, 44, 19, 29, 14, , 
2019/12/3, 42, 26, 12, 18, 1, 
2019/12/4, 62, 27, 10, 19, 1, 
2019/12/5, 68, 27, 10, 15, 1, 
2019/12/6, 62, 31, 11, 16, 1, 
2019/12/7, 64, 24, 24, 12, , 
2019/12/8, 58, 32, 28, 12, , 
2019/12/9, 56, 35, 10, 18, 2, 
2019/12/10, 70, 19, 27, 13, 1, 
2019/12/11, 42, 11, 30, 8, , 
2019/12/12, 39, 18, 31, 9, , 
2019/12/13, 37, 15, 35, 14, , 
2019/12/14, 45, 19, 29, 14, , 
2019/12/15, 51, 13, 28, 18, , 
2019/12/16, 41, 15, 34, 15, 1, 
2019/12/17, 42, 15, 30, 13, 2, 
2019/12/18, 44, 21, 16, 23, 1, 
2019/12/19, 52, 16, 35, 19, 1, 
2019/12/20, 44, 16, 35, 11, , 
2019/12/21, 42, 14, 36, 7, , 
2019/12/22, 43, 25, 27, 20, 1, 
2019/12/23, 55, 25, 13, 18, 1, 
2019/12/24, 55, 31, 10, 16, 1, 
2019/12/25, 69, 32, 23, 20, 2, 
2019/12/26, 59, 30, 18, 16, , 
2019/12/27, 65, 36, 13, 18, 1, 
2019/12/28, 77, 37, 12, 21, 1, 
2019/12/29, 87, , , , , 
2019/7/1, 29, 17, 23, 4, , 
2019/7/2, 29, 19, 24, 5, , 
2019/7/3, 43, 22, 27, 8, , 
2019/7/4, 51, 23, 30, 9, , 
2019/7/5, 51, 15, 26, 5, , 
2019/7/6, 47, 15, 28, 5, , 
2019/7/7, 46, 15, 30, 7, , 
2019/7/8, 38, 22, 28, 9, , 
2019/7/9, 48, 15, 34, 8, , 
2019/7/10, 41, 27, 31, 10, 2, 
2019/7/11, 60, 11, 39, 7, 7, 
2019/7/12, 35, 10, 37, 3, , 
2019/7/13, 30, 11, 27, 3, , 
2019/7/14, 38, 15, 34, 7, , 
2019/7/15, 45, 14, 30, 7, , 
2019/7/16, 37, 12, 28, 7, 4, 
2019/7/17, 34, 15, 22, 7, 1, 
2019/7/18, 39, 10, 24, 6, , 
2019/7/19, 36, 21, 17, 8, 1, 
2019/7/20, 42, 11, 17, 5, , 
2019/7/21, 36, 12, 16, 3, , 
2019/7/22, 32, 24, 16, 8, , 
2019/7/23, 54, 22, 22, 8, , 
2019/7/24, 52, 27, 17, 10, , 
2019/7/25, 55, 18, 16, 9, , 
2019/7/26, 35, 11, 19, 7, 1, 
2019/7/27, 35, 8, 22, 4, , 
2019/7/28, 29, 19, 24, 8, 1, 
2019/7/29, 34, 16, 22, 7, 1, 
2019/7/30, 30, 16, 24, 7, , 
2019/7/31, 30, 13, 24, 5, , 
2019/8/1, 31, 14, 21, 7, , 
2019/8/2, 32, 14, 21, 7, , 
2019/8/3, 39, 16, 8, 7, 1, 
2019/8/4, 43, 16, 15, 8, 1, 
2019/8/5, 45, 14, 8, 9, , 
2019/8/6, 44, 17, 40, 10, , 
2019/8/7, 46, 16, 23, 12, , 
2019/8/8, 51, 19, 19, 9, , 
2019/8/9, 42, 20, 25, 8, , 
2019/8/10, 43, 15, 24, 5, , 
2019/8/11, 38, 14, 23, 9, , 
2019/8/12, 42, 13, 26, 7, , 
2019/8/13, 39, 17, 20, 10, 1, 
2019/8/14, 41, 14, 22, 5, , 
2019/8/15, 36, 16, 23, 7, 1, 
2019/8/16, 44, 15, 23, 9, 1, 
2019/8/17, 47, 16, 18, 9, , 
2019/8/18, 38, 17, 25, 8, , 
2019/8/19, 41, 14, 22, 5, , 
2019/8/20, 44, 17, 29, 6, , 
2019/8/21, 39, 19, 33, 8, , 
2019/8/22, 41, 23, 29, 12, , 
2019/8/23, 50, 30, 31, 11, , 
2019/8/24, 58, 29, 30, 3, , 
2019/8/25, 69, , , , , 
2019/8/27, 43, 21, 23, 8, , 
2019/8/28, 49, 18, 24, 9, , 
2019/8/29, 48, 18, 22, 6, , 
2019/8/30, 41, 12, 24, 5, , 
2019/8/31, 42, 14, 22, 6, , 
2019/9/1, 37, 14, 25, 5, , 
2019/9/2, 34, 17, 31, 8, , 
2019/9/3, 45, 16, 29, 9, , 
2019/9/4, 45, 17, 22, 6, , 
2019/9/5, 34, 15, 25, 7, , 
2019/9/6, 41, 13, 28, 8, , 
2019/9/7, 40, 13, 25, 6, , 
2019/9/8, 43, 16, 22, 6, 1, 
2019/9/9, 39, 19, 20, 9, 1, 
2019/9/10, 39, 17, 22, 8, , 
2019/9/11, 41, 18, 29, 7, , 
2019/9/12, 49, 18, 24, 7, , 
2019/9/13, 47, 20, 28, 7, , 
2019/9/14, 43, 23, 29, 6, , 
2019/9/15, 58, 30, 25, 11, 9, 
2019/9/16, 61, 25, 26, 9, , 
2019/9/17, 55, 25, 25, 7, , 
2019/9/18, 53, 26, 20, 9, , 
2019/9/19, 44, 25, 25, 10, , 
2019/9/20, 51, 18, 27, 7, , 
2019/9/21, 49, 14, 20, 8, 1, 
2019/9/22, 38, 17, 9, 14, 1, 
2019/9/23, 49, 20, 20, 9, , 
2019/9/24, 42, 17, 17, 10, , 
2019/9/25, 41, 23, 23, 11, 1, 
2019/9/26, 47, 24, 20, 12, 1, 
2019/9/27, 46, 24, 28, 11, 1, 
2019/9/28, 44, 21, 16, 10, , 
2019/9/29, 47, 19, 15, 9, , 
2019/9/30, 47, 19, 23, 7, , 
2019/4/1, 62, 31, 31, 17, 1, 
2019/4/2, 63, 14, 33, 14, 1, 
2019/4/3, 39, 14, 36, 14, 1, 
2019/4/4, 39, 17, 30, 15, 1, 
2019/4/5, 42, 13, 29, 14, 1, 
2019/4/6, 46, 9, 42, 7, , 
2019/4/7, 34, 16, 38, 14, , 
2019/4/8, 43, 18, 31, 15, 2, 
2019/4/9, 41, 9, 38, 9, 1, 
2019/4/10, 37, 19, 25, 16, 1, 
2019/4/11, 46, 28, 40, 12, , 
2019/4/12, 63, 29, 35, 17, , 
2019/4/13, 65, 24, 24, 14, 1, 
2019/4/14, 58, 25, 30, 13, , 
2019/4/15, 49, 19, 38, 11, , 
2019/4/16, 40, 26, 32, 15, 2, 
2019/4/17, 47, 13, 39, 9, , 
2019/4/18, 49, 16, 43, 5, , 
2019/4/19, 42, 24, 47, 12, 2, 
2019/4/20, 61, 26, 49, 9, 1, 
2019/4/21, 65, 26, 39, 14, , 
2019/4/22, 64, 14, 33, 16, 1, 
2019/4/23, 43, 14, 36, 15, , 
2019/4/24, 34, 9, 49, 10, , 
2019/4/25, 29, 16, 54, 10, 1, 
2019/4/26, 35, 22, 38, 9, , 
2019/4/27, 40, 25, 41, 3, , 
2019/4/28, 38, 23, 36, 9, , 
2019/4/29, 41, 23, 35, 10, 1, 
2019/4/30, 53, 11, 39, 5, , 
2019/5/1, 36, 16, 36, 11, 1, 
2019/5/2, 46, 11, 41, 10, , 
2019/5/3, 30, 11, 40, 7, , 
2019/5/4, 34, 14, 41, 2, 1, 
2019/5/5, 37, 20, 37, 12, 2, 
