date, pm25, pm10, o3, no2, so2, co
2017/12/20, 51, 27, 8, 24, 3, 
2017/12/21, 60, 25, 11, 23, 4, 
2017/12/22, 59, 21, 18, 18, 3, 
2017/12/23, 52, 26, 4, 22, 4, 
2017/12/24, 69, 14, 24, 13, 3, 
2017/12/25, 43, 11, 27, 15, 2, 
2017/12/26, 20, 16, 29, 17, 1, 
2017/12/27, 25, 20, 20, 17, 4, 
2017/12/28, 38, 13, 17, 19, 2, 
2017/12/29, 28, 29, 19, 21, 5, 
2017/12/30, 47, , , , , 
2017/7/1, 21, 12, 22, 6, 2, 
2017/7/2, 26, 12, 18, 6, 1, 
2017/7/3, 26, 16, 20, 8, 1, 
2017/7/4, 39, 27, 19, 14, 6, 
2017/7/5, 53, 21, 22, 12, 3, 
2017/7/6, 47, 28, 21, 11, 3, 
2017/7/7, 57, 18, 29, 7, 2, 
2017/7/8, 38, 18, 20, 11, 2, 
2017/7/9, 37, 15, 13, 13, 2, 
2017/7/10, 29, 16, 24, 11, 3, 
2017/7/11, 29, 15, 13, 11, 3, 
2017/7/12, 28, 10, 16, 7, 2, 
2017/7/13, 23, 8, 22, 4, 1, 
2017/7/14, 22, 9, 25, 4, 1, 
2017/7/15, 28, 14, 30, 3, 1, 
2017/7/16, 33, 21, 33, 10, 1, 
2017/7/17, 41, 30, 33, 12, 3, 
2017/7/18, 62, 22, 29, 13, 4, 
2017/7/19, 50, 16, 18, 12, 4, 
2017/7/20, 24, 19, 21, 10, 3, 
2017/7/21, 34, 15, 19, 9, 4, 
2017/7/22, 32, 15, 20, 6, 2, 
2017/7/23, 29, 13, 15, 10, 4, 
2017/7/24, 24, 11, 25, 9, 2, 
2017/7/25, 23, 21, 21, 11, 4, 
2017/7/26, 42, 15, 16, 11, 3, 
2017/7/27, 35, 15, 25, 9, 2, 
2017/7/28, 32, 20, 32, 11, 3, 
2017/7/29, 41, 15, 24, 8, 2, 
2017/7/30, 23, 18, 17, 10, 2, 
2017/7/31, 25, 10, 17, 10, 1, 
2017/8/1, 24, 12, 20, 12, 1, 
2017/8/2, 27, 20, 20, 12, 2, 
2017/8/3, 34, 17, 17, 10, 2, 
2017/8/4, 37, 7, 22, 7, 1, 
2017/8/5, 17, 9, 25, 3, , 
2017/8/6, 18, 14, 21, 12, 1, 
2017/8/7, 29, 13, 21, 9, 3, 
2017/8/8, 27, 14, 24, 11, 2, 
2017/8/9, 25, 14, 26, 10, 2, 
2017/8/10, 36, 15, 25, 9, 2, 
2017/8/11, 36, 13, 29, 8, 1, 
2017/8/12, 34, 12, 26, 6, 1, 
2017/8/13, 30, 17, 24, 11, 3, 
2017/8/14, 39, 13, 20, 7, 2, 
2017/8/15, 26, 13, 22, 10, 1, 
2017/8/16, 30, 14, 22, 11, 3, 
2017/8/17, 39, 13, 26, 10, 2, 
2017/8/18, 28, 11, 25, 4, 1, 
2017/8/19, 20, 14, 30, 5, 2, 
2017/8/20, 24, 27, 29, 13, 2, 
2017/8/21, 42, 33, 27, 15, 5, 
2017/8/22, 55, 27, 17, 11, 2, 
2017/8/23, 48, 11, 17, 6, , 
2017/8/24, 29, 12, 16, 8, 1, 
2017/8/25, 34, 20, 21, 8, 1, 
2017/8/26, 45, 25, 16, 11, 1, 
2017/8/27, 54, 22, 25, 12, 2, 
2017/8/28, 44, 29, 26, 12, 1, 
2017/8/29, 58, 19, 18, 13, , 
2017/8/30, 40, 12, 23, 10, 1, 
2017/8/31, 28, 16, 23, 11, 1, 
2017/9/1, 40, 15, 27, 9, 1, 
2017/9/2, 40, 20, 22, 14, 4, 
2017/9/3, 51, 17, 16, 12, 3, 
2017/9/4, 41, 16, 20, 11, 1, 
2017/9/5, 41, 12, 13, 12, 2, 
2017/9/6, 42, , , , , 
2017/9/11, 28, 18, 15, 12, 4, 
2017/9/12, 31, 16, 11, 11, 5, 
2017/9/13, 39, 18, 22, 12, 2, 
2017/9/14, 31, 15, 16, 12, 2, 
2017/9/15, 34, 11, 19, 10, 2, 
2017/9/16, 30, 9, 19, 9, 4, 
2017/9/17, 19, 10, 18, 13, 2, 
2017/9/18, 30, 8, 23, 11, 2, 
2017/9/19, 25, 14, 20, 17, 3, 
2017/9/20, 48, 20, 20, 17, 4, 
2017/9/21, 45, 10, 23, 8, 1, 
2017/9/22, 22, 16, 25, 12, 2, 
2017/9/23, 36, 20, 26, 10, 2, 
2017/9/24, 51, 18, 19, 12, 2, 
2017/9/25, 45, 15, 20, 12, 2, 
2017/9/26, 37, 18, 15, 16, 3, 
2017/9/27, 39, 21, 17, 17, 6, 
2017/9/28, 48, 22, 19, 14, 3, 
2017/9/29, 49, 21, 21, 14, 2, 
2017/9/30, 36, 15, 15, 10, 2, 
2017/4/1, 15, 14, 36, 7, 2, 
2017/4/2, 21, 19, 30, 16, 3, 
2017/4/3, 26, 20, 32, 14, 1, 
2017/4/4, 42, 14, 34, 10, , 
2017/4/5, 25, 26, 35, 10, , 
2017/4/6, 51, 25, 37, 10, 1, 
2017/4/7, 44, 28, 37, 15, 2, 
2017/4/8, 54, 29, 43, 14, 3, 
2017/4/9, 67, 26, 43, 8, 1, 
2017/4/10, 65, 22, 41, 6, , 
2017/4/11, 43, 27, 37, 9, 1, 
2017/4/12, 59, 24, 40, 9, , 
2017/4/13, 51, 26, 37, 7, 1, 
2017/4/14, 52, 20, 33, 10, , 
2017/4/15, 42, 13, 35, 5, 1, 
2017/4/16, 29, 17, 33, 5, 1, 
2017/4/17, 33, 17, 34, 5, , 
2017/4/18, 28, 20, 41, 4, 1, 
2017/4/19, 24, 23, 40, 4, 3, 
2017/4/20, 36, 32, 41, 13, 4, 
2017/4/21, 51, 29, 41, 14, 3, 
2017/4/22, 48, 24, 42, 9, 2, 
2017/4/23, 56, 23, 30, 14, 3, 
2017/4/24, 40, 22, 29, 17, 2, 
2017/4/25, 34, 9, 32, 10, 1, 
2017/4/26, 12, 11, 31, 11, 2, 
2017/4/27, 17, 13, 35, 11, 3, 
2017/4/28, 26, 15, 32, 12, 3, 
2017/4/29, 33, 18, 34, 10, 4, 
2017/4/30, 29, 13, 29, 6, 3, 
2017/5/1, 17, 21, 28, 15, 4, 
2017/5/2, 30, 15, 28, 9, 2, 
2017/5/3, 30, 19, 32, 6, 1, 
2017/5/4, 33, 24, 31, 17, 4, 
2017/5/5, 44, 13, 28, 12, 2, 
2017/5/6, 28, 13, 29, 9, 3, 
2017/5/7, 23, 14, 28, 8, 2, 
2017/5/8, 20, 18, 30, 6, 2, 
2017/5/9, 24, 21, 29, 14, 3, 
2017/5/10, 42, 17, 23, 19, 4, 
2017/5/11, 30, 13, 22, 17, 2, 
2017/5/12, 26, 12, 27, 11, 2, 
2017/5/13, 23, 16, 26, 11, 1, 
2017/5/14, 22, 17, 24, 13, 2, 
2017/5/15, 29, 20, 29, 13, 3, 
2017/5/16, 34, 18, 22, 15, 2, 
2017/5/17, 39, 13, 26, 11, 2, 
2017/5/18, 19, 15, 26, 11, 4, 
2017/5/19, 27, 16, 25, 9, 3, 
2017/5/20, 25, 19, 25, 9, 2, 
2017/5/21, 30, 29, 25, 13, 4, 
2017/5/22, 42, 16, 26, 5, 1, 
2017/5/23, 30, 18, 27, 7, 2, 
2017/5/24, 35, 40, 24, 22, 5, 
2017/5/25, 64, 27, 21, 22, 4, 
2017/5/26, 55, 20, 30, 14, 2, 
2017/5/27, 39, 25, 28, 10, 6, 
2017/5/28, 53, 14, 28, 12, 2, 
2017/5/29, 32, 11, 27, 7, 1, 
2017/5/30, 25, 13, 20, 6, 1, 
2017/5/31, 30, 19, 21, 10, 1, 
2017/6/1, 41, 22, 21, 12, 2, 
2017/6/2, 41, 14, 15, 9, 2, 
2017/6/3, 24, 12, 19, 7, 2, 
2017/6/4, 15, 15, 18, 12, 4, 
2017/6/5, 29, 20, 17, 11, 4, 
2017/6/6, 21, 25, 18, 11, 3, 
2017/6/7, 31, 32, 14, 17, 5, 
2017/6/8, 32, 18, 13, 11, 1, 
2017/6/9, 28, 25, 18, 10, 2, 
2017/6/10, 46, 21, 15, 7, 2, 
2017/6/11, 48, 17, 16, 5, 1, 
2017/6/12, 30, 18, 16, 9, 2, 
2017/6/13, 27, 27, 15, 11, 4, 
2017/6/14, 51, 17, 18, 9, 2, 
2017/6/15, 38, 14, 15, 5, 1, 
2017/6/16, 29, 21, 22, 5, 1, 
2017/6/17, 41, 24, 24, 10, 2, 
2017/6/18, 47, 39, 14, 24, 4, 
2017/6/19, 63, 34, 26, 20, 5, 
2017/6/20, 74, 37, 28, 20, 5, 
2017/6/21, 79, 33, 21, 13, 5, 
2017/6/22, 56, 19, 14, 9, 2, 
2017/6/23, 37, 17, 13, 7, , 
2017/6/24, 43, 14, 10, 7, , 
2017/6/25, 33, 10, 5, 9, 1, 
2017/6/26, 24, 17, 13, 13, 2, 
2017/6/27, 35, 20, 12, 11, 3, 
2017/6/28, 28, 16, 20, 7, 5, 
2017/6/29, 28, 18, 20, 11, 4, 
2017/6/30, 27, 18, 21, 6, 3, 
2017/1/2, 63, 29, 11, 18, 1, 
2017/1/3, 70, 38, 1, 20, 3, 
2017/1/4, 88, 31, 16, 16, 2, 
2017/1/5, 72, 18, 20, 17, 1, 
2017/1/6, 45, 21, 16, 20, 2, 
2017/1/7, 56, 22, 22, 18, 3, 
2017/1/8, 59, 39, 3, 27, 7, 
2017/1/9, 89, 20, 12, 23, 4, 
2017/1/10, 42, 13, 19, 18, 2, 
2017/1/11, 21, 18, 15, 15, 2, 
2017/1/12, 35, 15, 23, 18, 3, 
2017/1/13, 26, 7, 19, 12, , 
2017/1/14, 21, 10, 18, 13, 1, 
2017/1/15, 25, 10, 21, 21, 1, 
2017/1/16, 23, 9, 23, 13, , 
2017/1/17, 19, 17, 18, 18, 1, 
2017/1/18, 27, 19, 13, 19, 1, 
2017/1/19, 47, 23, 15, 19, 2, 
2017/1/20, 57, 28, 12, 22, 4, 
2017/1/21, 74, 24, 9, 19, 3, 
2017/1/22, 64, 26, 12, 24, 3, 
2017/1/23, 61, 25, 14, 24, 3, 
2017/1/24, 58, 24, 18, 22, 2, 
2017/1/25, 60, 31, 3, 33, 4, 
2017/1/26, 75, 16, 13, 28, 3, 
2017/1/27, 37, 16, 22, 16, 2, 
2017/1/28, 29, 19, 6, 27, 2, 
2017/1/29, 46, 27, 1, 27, 4, 
2017/1/30, 60, 21, 17, 25, 1, 
2017/1/31, 39, 27, 13, 22, 2, 
2017/2/1, 59, 11, 28, 12, 1, 
2017/2/2, 18, 9, 31, 15, , 
2017/2/3, 25, 9, 28, 16, 2, 
2017/2/4, 28, 12, 32, 7, 3, 
2017/2/5, 19, 11, 24, 16, 2, 
2017/2/6, 23, 17, 22, 17, 5, 
2017/2/7, 27, 12, 25, 17, 1, 
2017/2/8, 23, 24, 10, 26, 1, 
2017/2/9, 50, 10, 27, 20, 1, 
2017/2/10, 30, 15, 26, 13, 1, 
2017/2/11, 45, 16, 26, 11, 2, 
2017/2/12, 38, 13, 9, 27, 2, 
2017/2/13, 33, 15, 16, 26, 2, 
2017/2/14, 50, 18, 17, 25, 2, 
2017/2/15, 46, 18, 10, 23, 3, 
2017/2/16, 53, 21, 12, 23, 2, 
2017/2/17, 61, 19, 7, 26, 1, 
2017/2/18, 67, 14, 28, 16, , 
2017/2/19, 46, 20, 22, 19, 2, 
2017/2/20, 60, 22, 25, 15, 1, 
2017/2/21, 56, 21, 24, 10, , 
2017/2/22, 45, 33, 12, 19, 3, 
2017/2/23, 67, 20, 32, 15, 1, 
2017/2/24, 23, 20, 23, 17, 3, 
2017/2/25, 37, 23, 25, 11, 2, 
2017/2/26, 44, 21, 30, 14, 3, 
2017/2/27, 37, 18, 35, 11, 3, 
2017/2/28, 22, 20, 19, 18, 6, 
2017/3/1, 30, 23, 19, 18, 1, 
2017/3/2, 30, 18, 21, 22, 3, 
2017/3/3, 34, 10, 32, 12, 1, 
2017/3/4, 19, 11, 30, 13, 1, 
2017/3/5, 24, 26, 29, 12, 6, 
2017/3/6, 32, 29, 21, 15, 2, 
2017/3/7, 38, 21, 20, 16, 2, 
2017/3/8, 43, 30, 19, 17, 1, 
2017/3/9, 58, 36, 15, 22, 1, 
2017/3/10, 67, 32, 29, 18, 4, 
2017/3/11, 58, 18, 29, 9, 3, 
2017/3/12, 25, 23, 36, 11, , 
2017/3/13, 21, 19, 28, 11, 1, 
2017/3/14, 32, 24, 32, 7, , 
2017/3/15, 49, 27, 29, 13, 3, 
2017/3/16, 54, 26, 29, 13, 2, 
2017/3/17, 49, 15, 31, 7, , 
2017/3/18, 29, 22, 30, 9, 2, 
2017/3/19, 49, 24, 24, 16, 3, 
2017/3/20, 59, 17, 26, 18, 2, 
2017/3/21, 33, 11, 28, 13, 2, 
2017/3/22, 19, 7, 32, 13, 1, 
2017/3/23, 15, 11, 34, 13, 1, 
2017/3/24, 25, 13, 18, 19, 1, 
2017/3/25, 34, 12, 35, 15, 1, 
2017/3/26, 29, 11, 36, 15, 1, 
2017/3/27, 18, 20, 33, 20, 2, 
2017/3/28, 37, 24, 23, 23, 3, 
2017/3/29, 45, 37, 12, 29, 3, 
2017/3/30, 67, 22, 28, 20, 2, 
2017/3/31, 41, 12, 35, 7, 1, 
2016/10/1, 19, 6, 29, 6, 2, 
2016/10/2, 20, 15, 20, 14, 1, 
2016/10/3, 37, 19, 21, 15, 3, 
2016/10/4, 47, 13, 25, 8, 1, 
2016/10/5, 26, 10, 28, 8, 2, 
2016/10/6, 28, 12, 27, 11, 2, 
2016/10/7, 27, 11, 30, 10, 1, 
2016/10/8, 35, 8, 33, 5, 2, 
2016/10/9, 25, 10, 34, 10, 2, 
2016/10/10, 29, 16, 23, 14, 2, 
2016/10/11, 41, 24, 26, 9, 2, 
2016/10/12, 57, 15, 17, 13, 3, 
2016/10/13, 31, 12, 26, 14, 3, 
2016/10/14, 26, 10, 27, 9, 2, 
2016/10/15, 24, 13, 19, 9, 2, 
2016/10/16, 30, 19, 8, 14, 3, 
2016/10/17, 47, 13, 22, 11, 2, 
2016/10/18, 29, 14, 31, 10, 2, 
2016/10/19, 28, 10, 31, 6, 1, 
2016/10/20, 17, 8, 34, 7, 2, 
2016/10/21, 23, 21, 14, 16, 2, 
2016/10/22, 39, 17, 27, 12, 2, 
2016/10/23, 34, 17, 17, 16, 3, 
2016/10/24, 29, 19, 11, 18, 2, 
2016/10/25, 37, 18, 22, 13, 2, 
2016/10/26, 44, 12, 25, 5, 1, 
2016/10/27, 35, 19, 20, 10, 1, 
2016/10/28, 46, 29, 14, 13, 2, 
2016/10/29, 59, 14, 15, 10, 3, 
2016/10/30, 37, 12, 14, 15, 2, 
2016/10/31, 32, 19, 8, 18, 3, 
2016/11/1, 43, 23, 11, 20, 4, 
2016/11/2, 52, 31, 7, 20, 2, 
2016/11/3, 61, 33, 4, 21, 4, 
2016/11/4, 72, 8, 25, 13, 2, 
2016/11/5, 23, 4, 23, 9, 1, 
2016/11/6, 14, 4, 23, 13, 2, 
2016/11/7, 13, 6, 19, 13, 2, 
2016/11/8, 18, 11, 25, 13, 3, 
2016/11/9, 31, 7, 17, 15, 2, 
2016/11/10, 16, 15, 13, 20, 3, 
2016/11/11, 30, 9, 7, 17, 2, 
2016/11/12, 19, 15, 21, 14, 1, 
2016/11/13, 32, 22, 10, 18, 1, 
2016/11/14, 52, 27, 17, 22, , 
2016/11/15, 65, 33, 8, 20, 1, 
2016/11/16, 75, 30, 5, 21, 3, 
2016/11/17, 71, 22, 18, 18, 2, 
2016/11/18, 39, 12, 22, 15, 1, 
2016/11/19, 31, 16, 14, 19, 1, 
2016/11/20, 37, 15, 23, 16, 2, 
2016/11/21, 31, 14, 15, 20, 3, 
2016/11/22, 33, 10, 14, 18, 1, 
2016/11/23, 35, 11, 19, 17, 1, 
2016/11/24, 27, 16, 9, 23, 2, 
2016/11/25, 39, 19, 4, 22, 3, 
2016/11/26, 52, 20, 8, 18, 3, 
2016/11/27, 58, 19, 7, 18, 2, 
2016/11/28, 51, 17, 19, 12, 1, 
2016/11/29, 41, 28, 4, 21, 3, 
2016/11/30, 71, 27, 6, 26, 4, 
2016/12/1, 64, 26, 4, 25, 5, 
2016/12/2, 61, 25, 6, 20, 3, 
2016/12/3, 63, 24, 3, 26, 2, 
2016/12/4, 64, 26, 4, 25, 4, 
2016/12/5, 63, 21, 5, 19, 4, 
2016/12/6, 59, 29, 2, 24, 6, 
2016/12/7, 74, 25, 5, 21, 5, 
2016/12/8, 67, 27, 8, 26, 4, 
2016/12/9, 71, 28, 5, 28, 4, 
2016/12/10, 73, 24, 6, 21, 5, 
2016/12/11, 65, 34, 3, 25, 6, 
2016/12/12, 75, 29, 3, 24, 5, 
2016/12/13, 68, 19, 7, 24, 2, 
2016/12/14, 58, 21, 9, 20, 2, 
2016/12/15, 49, 9, 15, 18, 1, 
2016/12/16, 27, 20, 11, 15, 1, 
2016/12/17, 49, 22, 19, 15, , 
2016/12/18, 59, 22, 3, 20, 3, 
2016/12/19, 65, 16, 6, 20, 1, 
2016/12/20, 51, 15, 10, 17, 2, 
2016/12/21, 46, 21, 4, 19, 3, 
2016/12/22, 51, 23, 5, 17, 3, 
2016/12/23, 49, 22, 10, 17, 2, 
2016/12/24, 46, 24, 6, 14, 3, 
2016/12/25, 50, 17, 21, 10, 2, 
2016/12/26, 42, 16, 22, 14, 1, 
2016/12/27, 36, 28, 4, 18, 6, 
2016/12/28, 67, 27, 3, 18, 5, 
2016/12/29, 67, 26, 7, 16, 2, 
2016/12/30, 67, 24, 7, 16, 3, 
2016/12/31, 62, 26, 8, 19, 6, 
2017/1/1, 75, 27, 11, 21, 1, 
2016/7/1, 49, 21, 23, 6, 2, 
2016/7/2, 39, 17, 29, 5, 1, 
2016/7/3, 40, 15, 23, 4, 1, 
2016/7/4, 41, 11, 14, 3, 1, 
2016/7/5, 29, 13, 15, 3, 1, 
2016/7/6, 30, 17, 19, 5, , 
2016/7/7, 41, 20, 24, 6, 1, 
2016/7/8, 45, 20, 30, 7, 1, 
2016/7/9, 52, 27, 20, 9, 1, 
2016/7/10, 59, 21, 15, 9, 3, 
2016/7/11, 42, 16, 20, 8, 5, 
2016/7/12, 37, 17, 24, 6, 3, 
2016/7/13, 35, 16, 25, 6, 1, 
2016/7/14, 33, 18, 33, 3, 1, 
2016/7/15, 35, 18, 39, 3, 1, 
2016/7/16, 48, 20, 39, 5, 1, 
2016/7/17, 47, 35, 35, 11, 1, 
2016/7/18, 72, 39, 41, 11, 2, 
2016/7/19, 73, 28, 22, 9, 4, 
2016/7/20, 60, 25, 21, 9, 2, 
2016/7/21, 58, 22, 16, 10, 1, 
2016/7/22, 55, 16, 18, 6, 1, 
2016/7/23, 42, 10, 22, 3, 1, 
2016/7/24, 41, 10, 22, 5, 1, 
2016/7/25, 33, 10, 20, 4, 1, 
2016/7/26, 43, 7, 23, 4, 1, 
2016/7/27, 41, 7, 21, 7, 1, 
2016/7/28, 44, 8, 19, 8, 2, 
2016/7/29, 48, 2, 17, 4, 1, 
2016/7/30, 35, 3, 21, 5, 1, 
2016/7/31, 25, 6, 23, 7, 1, 
2016/8/1, 24, 10, 27, 8, 1, 
2016/8/2, 25, 21, 22, 10, 2, 
2016/8/3, 36, 19, 10, 13, 2, 
2016/8/4, 40, 10, 18, 7, 1, 
2016/8/5, 19, 8, 21, 5, 1, 
2016/8/6, 21, 10, 30, 4, 1, 
2016/8/7, 20, 11, 26, 8, 1, 
2016/8/8, 27, 28, 21, 5, 1, 
2016/8/9, 24, 12, 26, 8, 2, 
2016/8/10, 21, 11, 28, 6, 2, 
2016/8/11, 24, 13, 34, 6, 2, 
2016/8/12, 28, 25, 30, 12, 6, 
2016/8/13, 36, 25, 36, 9, 1, 
2016/8/14, 50, 27, 40, 9, 2, 
2016/8/15, 45, 34, 34, 11, 5, 
2016/8/16, 63, 27, 26, 9, 4, 
2016/8/17, 46, 16, 22, 8, 4, 
2016/8/18, 19, 20, 12, 13, 3, 
2016/8/19, 33, 18, 27, 7, 4, 
2016/8/20, 17, 16, 27, 5, 1, 
2016/8/21, 19, 18, 28, 10, 2, 
2016/8/22, 20, 25, 24, 14, 10, 
2016/8/23, 41, 23, 25, 10, 3, 
2016/8/24, 36, 28, 25, 11, 2, 
2016/8/25, 49, 16, 23, 9, 1, 
2016/8/26, 24, 17, 21, 9, 3, 
2016/8/27, 28, 18, 18, 9, 5, 
2016/8/28, 26, 12, 21, 7, 2, 
2016/8/29, 23, 7, 27, 6, 2, 
2016/8/30, 17, 10, 29, 8, 1, 
2016/8/31, 18, 13, 31, 9, 2, 
2016/9/1, 27, 10, 24, 7, 1, 
2016/9/2, 24, 11, 29, 5, 1, 
2016/9/3, 20, 23, 32, 8, 1, 
2016/9/4, 23, 37, 28, 10, 3, 
2016/9/5, 34, 24, 22, 13, 1, 
2016/9/6, 53, 33, 19, 13, 7, 
2016/9/7, 49, 13, 22, 6, 2, 
2016/9/8, 15, 16, 21, 9, 3, 
2016/9/9, 22, 13, 22, 11, 5, 
2016/9/10, 32, 14, 23, 7, 1, 
2016/9/11, 27, 19, 27, 12, 3, 
2016/9/12, 44, 18, 15, 13, 2, 
2016/9/13, 38, 4, 17, 9, 2, 
2016/9/14, 17, 8, 23, 8, 2, 
2016/9/15, 21, 14, 14, 12, 4, 
2016/9/16, 20, 10, 18, 9, 3, 
2016/9/17, 21, 10, 24, 7, 2, 
2016/9/18, 24, 9, 23, 8, 2, 
2016/9/19, 31, 9, 23, 7, 2, 
2016/9/20, 22, 11, 29, 8, 2, 
2016/9/21, 19, 14, 30, 9, 1, 
2016/9/22, 27, 11, 26, 8, 1, 
2016/9/23, 27, 19, 24, 13, 4, 
2016/9/24, 47, 12, 23, 7, 2, 
2016/9/25, 21, 18, 14, 13, 4, 
2016/9/26, 32, 16, 6, 12, 2, 
2016/9/27, 44, 6, 15, 6, 1, 
2016/9/28, 23, 19, 19, 10, 2, 
2016/9/29, 39, 20, 22, 10, 1, 
2016/9/30, 39, 8, 24, 9, 3, 
2016/4/1, 24, , , , , 
2016/4/4, 20, 14, 18, 9, 2, 
2016/4/5, 20, 20, 17, 11, 3, 
2016/4/6, 27, 18, 17, 10, 2, 
2016/4/7, 21, 16, 16, 9, 2, 
2016/4/8, 15, 16, 17, 7, 3, 
2016/4/9, 21, 11, 18, 5, 1, 
2016/4/10, 15, 20, 17, 10, 2, 
2016/4/11, 28, 24, 15, 12, 3, 
2016/4/12, 29, 23, 18, 11, 3, 
2016/4/13, 31, 17, 18, 10, 2, 
2016/4/14, 22, 21, 11, 13, 2, 
2016/4/15, 37, 21, 14, 11, 2, 
2016/4/16, 34, 11, 20, 5, 2, 
2016/4/17, 19, 16, 21, 4, 2, 
2016/4/18, 17, 31, 17, 10, 3, 
2016/4/19, 34, 22, 13, 11, 3, 
2016/4/20, 39, 11, 20, 9, 1, 
2016/4/21, 21, 17, 16, 10, 2, 
2016/4/22, 31, 20, 18, 7, 2, 
2016/4/23, 28, 14, 21, 4, 1, 
2016/4/24, 19, 13, 21, 5, 2, 
2016/4/25, 17, 16, 18, 7, 2, 
2016/4/26, 22, 13, 20, 3, 1, 
2016/4/27, 18, 13, 22, 3, 2, 
2016/4/28, 19, 17, 18, 8, 2, 
2016/4/29, 32, 15, 18, 5, 2, 
2016/4/30, 34, 13, 19, 5, 1, 
2016/5/1, 30, 13, 22, 4, 1, 
2016/5/2, 35, 15, 19, 6, 2, 
2016/5/3, 37, 22, 17, 5, 1, 
2016/5/4, 50, 42, 15, 11, 6, 
2016/5/5, 61, 27, 27, 10, 2, 
2016/5/6, 64, 15, 28, 6, 1, 
2016/5/7, 52, 13, 35, 7, 2, 
2016/5/8, 35, 9, 31, 5, 2, 
2016/5/9, 28, 23, 31, 9, 3, 
2016/5/10, 47, 14, 34, 6, 2, 
2016/5/11, 38, 16, 27, 9, 2, 
2016/5/12, 41, 17, 26, 8, 4, 
2016/5/13, 42, 20, 31, 7, 3, 
2016/5/14, 45, 24, 39, 4, 2, 
2016/5/15, 58, 21, 39, 4, 1, 
2016/5/16, 52, 18, 43, 4, 1, 
2016/5/17, 50, 28, 30, 7, 5, 
2016/5/18, 60, 21, 23, 6, 5, 
2016/5/19, 44, 23, 17, 6, 2, 
2016/5/20, 46, 31, 22, 7, 5, 
2016/5/21, 64, 22, 25, 5, 3, 
2016/5/22, 45, 21, 26, 5, 3, 
2016/5/23, 38, 23, 22, 7, 4, 
2016/5/24, 40, 20, 20, 8, 2, 
2016/5/25, 45, 17, 24, 6, 1, 
2016/5/26, 43, 22, 27, 7, 1, 
2016/5/27, 51, 21, 25, 6, 1, 
2016/5/28, 51, 14, 18, 5, 1, 
2016/5/29, 43, 14, 29, 5, 1, 
2016/5/30, 33, 29, 35, 7, 3, 
2016/5/31, 65, 26, 32, 6, 1, 
2016/6/1, 58, 21, 31, 4, 1, 
2016/6/2, 48, 20, 34, 4, , 
2016/6/3, 54, 18, 32, 4, , 
2016/6/4, 48, 18, 32, 3, , 
2016/6/5, 50, 24, 30, 6, 1, 
2016/6/6, 61, 20, 36, 4, 1, 
2016/6/7, 53, 25, 34, 5, 1, 
2016/6/8, 65, 34, 29, 7, 3, 
2016/6/9, 69, 21, 23, 7, 3, 
2016/6/10, 53, 17, 25, 5, 2, 
2016/6/11, 42, 19, 24, 6, 2, 
2016/6/12, 48, 22, 22, 5, 4, 
2016/6/13, 42, 25, 20, 6, 3, 
2016/6/14, 43, 18, 18, 8, 2, 
2016/6/15, 40, 19, 21, 7, 2, 
2016/6/16, 43, 21, 20, 8, 3, 
2016/6/17, 45, 13, 18, 5, 5, 
2016/6/18, 39, 15, 20, 4, 3, 
2016/6/19, 44, 21, 23, 6, 3, 
2016/6/20, 55, 25, 21, 9, 4, 
2016/6/21, 62, 24, 12, 7, 3, 
2016/6/22, 50, 20, 6, 6, 1, 
2016/6/23, 48, 18, 10, 7, , 
2016/6/24, 45, 13, 13, 4, , 
2016/6/25, 39, 14, 12, 2, , 
2016/6/26, 32, 16, 8, 5, 1, 
2016/6/27, 40, 20, 8, 6, 1, 
2016/6/28, 50, 15, 5, 4, 1, 
2016/6/29, 34, 28, 29, 9, 5, 
2016/6/30, 61, 24, 23, 8, 4, 
2016/1/4, 26, 13, 15, 7, 2, 
2016/1/5, 21, 20, 17, 9, 2, 
2016/1/6, 28, 16, 17, 10, 2, 
2016/1/7, 27, 17, 10, 16, 2, 
2016/1/8, 38, 18, 11, 12, 2, 
2016/1/9, 34, 14, 15, 9, 1, 
2016/1/10, 26, 14, 17, 6, 2, 
2016/1/11, 22, 17, 14, 11, 3, 
2016/1/12, 27, 26, 6, 17, 3, 
2016/1/13, 51, 21, 10, 16, 2, 
2016/1/14, 45, 18, 12, 14, 2, 
2016/1/15, 38, 21, 13, 11, 2, 
2016/1/16, 42, 22, 5, 14, 2, 
2016/1/17, 56, 21, 14, 10, 3, 
2016/1/18, 41, 24, 16, 14, 4, 
2016/1/19, 39, 35, 7, 19, 4, 
2016/1/20, 65, 36, 4, 19, 5, 
2016/1/21, 73, 27, 3, 15, 3, 
2016/1/22, 54, 32, 4, 12, 2, 
2016/1/23, 52, 30, 7, 12, 3, 
2016/1/24, 61, 24, 12, 11, 3, 
2016/1/25, 36, 30, 14, 13, 4, 
2016/1/26, 46, 36, 5, 14, 4, 
2016/1/27, 70, 26, 14, 12, 2, 
2016/1/28, 41, 32, 16, 14, 4, 
2016/1/29, 40, 26, 9, 13, 4, 
2016/1/30, 56, 16, 17, 4, 3, 
2016/1/31, 17, 29, 8, 13, 3, 
2016/2/1, 45, 30, 6, 13, 3, 
2016/2/2, 59, 24, 15, 11, 2, 
2016/2/3, 36, 27, 13, 11, 3, 
2016/2/4, 43, 35, 6, 17, 6, 
